FullGeneName,GeneID,SortIndex,Uniprot ID,GeneName,Length (bp),PZ,OrthologID_D,OrthologID_CM,Product,Mass (kD),Function,Mem true,Hyp true,DNA true,Secr true,Inc true,Protein Family,EB,RB,Microarray,PDB ID,PDB,PDBImageURL,AlphaFold ID,AFImageURL,Version,Structural homology (Foldseek),Biological Process,Cellular Component,Molecular Function,Subcellular Location,Subunit Structure,LastEdited,EditedByName,Favorite
 CTL0512,CTL0512,495,A0A0H3MDA7,,163,,CT260,TC0531,YbjN domain-containing protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,114,87,Constitutive,,,,A0A0H3MDA7,,,,,,,,,,,
dnaQ CTL0513,CTL0513,496,A0A0H3MKW6,dnaQ,232,,CT261,TC0532,"DNA polymerase III, epsilon chain",,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,,15,ND,Constitutive,,,,A0A0H3MKW6,,,,,,3'-5' exonuclease activity [GO:0008408]; nucleic acid binding [GO:0003676],,,,,
mqnD CTL0514,CTL0514,497,A0A0H3MC13,mqnD,256,,CT262,TC0533,"1,4-dihydroxy-6-naphtoate synthase (EC 4.1.-.-) (Menaquinone biosynthetic enzyme MqnD)",,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,"MqnA/MqnD family, MqnD subfamily",13,ND,Constitutive,,,,A0A0H3MC13,,,,menaquinone biosynthetic process [GO:0009234],,carbon-carbon lyase activity [GO:0016830],,,,,
 CTL0515,CTL0515,498,A0A0H3MBV9,,196,,CT263,TC0534,Nucleoside phosphorylase domain-containing protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,NQ,ND,Constitutive,4QAQ;4QAR;4QAS;4QAT;4QFB;,4QAQ,https://cdn.rcsb.org/images/structures/4qaq_assembly-1.jpeg,A0A0H3MBV9,,,,nucleoside metabolic process [GO:0009116],,catalytic activity [GO:0003824],,,,,
 CTL0516,CTL0516,499,A0A0H3MH10,,646,,CT264,TC0535,"ABC transporter, ATP-binding and membrane components",,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MH10,,,,,membrane [GO:0016020],ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
accA CTL0517,CTL0517,500,B0B7I1,accA,324,,CT265,TC0536,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15),,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,AccA family,ND,22,Constitutive,,,,B0B7I1,,,,fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295],acetyl-CoA carboxylase complex [GO:0009317],acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00823}.,"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD). {ECO:0000255|HAMAP-Rule:MF_00823}.",,,
 CTL0518,CTL0518,501,A0A0H3MDB3,,393,,CT266,TC0537,Uncharacterized protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MDB3,,,,,,,,,,,
ihfA CTL0519,CTL0519,502,A0A0H3MKX1,ihfA,100,,CT267,TC0538,Integration host factor alpha-subunit,,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,Bacterial histone-like protein family,21,70,Mid_Late,,,,A0A0H3MKX1,,,,,,DNA binding [GO:0003677]; structural constituent of chromatin [GO:0030527],,,,,
amiA CTL0520,CTL0520,503,A0A0H3MC18,amiA,259,,CT268,TC0539,N-acetylmuramoyl-L-alanine amidase,,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MC18,,,,peptidoglycan catabolic process [GO:0009253],,N-acetylmuramoyl-L-alanine amidase activity [GO:0008745],,,,,
murE CTL0521,CTL0521,504,A0A0H3MBW4,murE,483,,CT269,TC0540,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)",,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,"MurCDEF family, MurE subfamily",ND,ND,Constitutive,,,,A0A0H3MBW4,,,,cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360],cytoplasm [GO:0005737],"ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity [GO:0008765]","Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00208, ECO:0000256|RuleBase:RU004135}.",,,,
pbp CTL0522,CTL0522,505,A0A0H3MH14,pbp,647,,CT270,TC0542,Penicillin-binding protein,,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MH14,,,,,membrane [GO:0016020],penicillin binding [GO:0008658],,,,,
 CTL0523,CTL0523,506,A0A0H3MDB8,,95,,CT271,TC0543,Exported protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,ND,,,,A0A0H3MDB8,,,,,,,,,,,
rsmH CTL0524,CTL0524,507,B0B7I8,rsmH,300,,CT272,TC0544,Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH),,Cell envelope,FALSE,FALSE,FALSE,FALSE,FALSE,"Methyltransferase superfamily, RsmH family",20,ND,Constitutive,,,,B0B7I8,,,,rRNA base methylation [GO:0070475],cytoplasm [GO:0005737],rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01007}.,,,,
 CTL0525,CTL0525,508,A0A0H3MKX6,,188,,CT273,TC0545,Adherence factor,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Mid_Late,,,,A0A0H3MKX6,,,,,,,,,,,
 CTL0526,CTL0526,509,A0A0H3MC23,,139,,CT274,TC0546,Uncharacterized protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,NQ,NQ,Constitutive,,,,A0A0H3MC23,,,,,,protein serine/threonine kinase activity [GO:0004674],,,,,
dnaA2 CTL0527,CTL0527,510,A0A0H3MBX1,dnaA2,455,,CT275,TC0547,Chromosomal replication initiator protein DnaA,,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,DnaA family,ND,NQ,Constitutive,,,,A0A0H3MBX1,,,,DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275],cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA replication origin binding [GO:0003688],"Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_00377}.",,,,
 CTL0528,CTL0528,511,A0A0H3MH18,,194,,CT276,TC0548,Cytosolic protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MH18,,,,,,,,,,,
 CTL0529,CTL0529,512,A0A0H3MDC2,,219,,CT277,TC0549,Membrane associated protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,ND,,,,A0A0H3MDC2,,,,,,,,,,,
nqrB CTL0530,CTL0530,513,B0B7J4,nqrB,503,,CT278,TC0550,Na(+)-translocating NADH-quinone reductase subunit B (Na(+)-NQR subunit B) (Na(+)-translocating NQR subunit B) (EC 7.2.1.1) (NQR complex subunit B) (NQR-1 subunit B),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,NqrB/RnfD family,25,ND,Mid_Late,,,,B0B7J4,,,,respiratory electron transport chain [GO:0022904]; sodium ion transport [GO:0006814]; transmembrane transport [GO:0055085],plasma membrane [GO:0005886],"FMN binding [GO:0010181]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]",Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00426}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00426}.,"Composed of six subunits; NqrA, NqrB, NqrC, NqrD, NqrE and NqrF. {ECO:0000255|HAMAP-Rule:MF_00426}.",,,
nqrC CTL0531,CTL0531,514,A0A0H3MKX9,nqrC,316,,CT279,TC0551,Na(+)-translocating NADH-quinone reductase subunit C (Na(+)-NQR subunit C) (Na(+)-translocating NQR subunit C) (EC 7.2.1.1) (NQR complex subunit C) (NQR-1 subunit C),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,NqrC family,NQ,ND,Constitutive,,,,A0A0H3MKX9,,,,sodium ion transport [GO:0006814],plasma membrane [GO:0005886],"FMN binding [GO:0010181]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]",Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00427}; Single-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00427}.,"Composed of six subunits; NqrA, NqrB, NqrC, NqrD, NqrE and NqrF. {ECO:0000256|HAMAP-Rule:MF_00427, ECO:0000256|PIRNR:PIRNR009437}.",,,
nqrD CTL0532,CTL0532,515,B0B7J6,nqrD,213,,CT280,TC0552,Na(+)-translocating NADH-quinone reductase subunit D (Na(+)-NQR subunit D) (Na(+)-translocating NQR subunit D) (EC 7.2.1.1) (NQR complex subunit D) (NQR-1 subunit D),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,NqrDE/RnfAE family,ND,ND,Constitutive,,,,B0B7J6,,,,sodium ion transport [GO:0006814],plasma membrane [GO:0005886],"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]",Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00428}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00428}.,"Composed of six subunits; NqrA, NqrB, NqrC, NqrD, NqrE and NqrF. {ECO:0000255|HAMAP-Rule:MF_00428}.",,,
nqrE CTL0533,CTL0533,516,B0B7J7,nqrE,244,,CT281,TC0553,Na(+)-translocating NADH-quinone reductase subunit E (Na(+)-NQR subunit E) (Na(+)-translocating NQR subunit E) (EC 7.2.1.1) (NQR complex subunit E) (NQR-1 subunit E),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,NqrDE/RnfAE family,ND,ND,Constitutive,,,,B0B7J7,,,,respiratory electron transport chain [GO:0022904]; sodium ion transport [GO:0006814],Gram-negative-bacterium-type cell wall [GO:0009276]; plasma membrane [GO:0005886],"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]",Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00429}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00429}.,"Composed of six subunits; NqrA, NqrB, NqrC, NqrD, NqrE and NqrF. {ECO:0000255|HAMAP-Rule:MF_00429}.",,,
gcsH CTL0534,CTL0534,517,B0B7J8,gcsH,117,,CT282,TC0554,Glycine cleavage system H-like protein,,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,GcvH family,21,ND,ND,,,,B0B7J8,,,,glycine decarboxylation via glycine cleavage system [GO:0019464],glycine cleavage complex [GO:0005960],,,,,,
 CTL0535,CTL0535,518,A0A0H3MC29,,690,,CT283,TC0556,Inner membrane protein,,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,,ND,73,Constitutive,,,,A0A0H3MC29,,,,,,,,,,,
 CTL0536,CTL0536,519,A0A0H3MBX5,,474,,CT284,TC0557,Phospholipase D,,Other,FALSE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MBX5,,,,cardiolipin biosynthetic process [GO:0032049],,phosphatidyltransferase activity [GO:0030572],,,,,
lplA CTL0537,CTL0537,520,A0A0H3MH22,lplA,239,,CT285,TC0558,Lipoate-protein ligase A,,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,NQ,ND,Constitutive,,,,A0A0H3MH22,,,,protein modification process [GO:0036211],,ligase activity [GO:0016874],,,,,
clpC CTL0538,CTL0538,521,A0A0H3MDC5,clpC,854,,CT286,TC0559,ATP-dependent Clp protease,,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,,50,109,Late,,,,A0A0H3MDC5,,,,proteolysis [GO:0006508],,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233],,,,,
mnmA CTL0539,CTL0539,522,B0B7K3,mnmA,358,,CT287,TC0560,tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,MnmA/TRMU family,ND,ND,Constitutive,,,,B0B7K3,,,,tRNA modification [GO:0006400],cytoplasm [GO:0005737],ATP binding [GO:0005524]; sulfurtransferase activity [GO:0016783]; tRNA binding [GO:0000049],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00144}.,,,,
 CTL0540,CTL0540,523,A0A0H3MKY3,,564,,CT288,TC0561,Candidate inclusion membrane protein,,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,67,ND,Late,,,,A0A0H3MKY3,,,,,membrane [GO:0016020],,,,,,
 CTL0541,CTL0541,524,A0A0H3MC35,,381,,CT289,TC0562,Membrane protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,44,NQ,Mid_Late,,,,A0A0H3MC35,,,,,membrane [GO:0016020],,,,,,
 CTL0542,CTL0542,525,A0A0H3MBX9,,225,,CT290,TC0563,PTS-family membrane transport protein IIA component,,Cell processes,TRUE,FALSE,FALSE,FALSE,FALSE,EUO family,ND,ND,Constitutive,,,,A0A0H3MBX9,,,,,,,,,,,
ptsN_2 CTL0543,CTL0543,526,A0A0H3MH28,ptsN_2,158,,CT291,TC0564,PTS-family membrane transport protein IIA component,,Cell processes,TRUE,FALSE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MH28,,,,,,,,,,,
dut CTL0544,CTL0544,527,B0B7K8,dut,145,,CT292,TC0565,Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase),,Nucleotide metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,DUTPase family,ND,NQ,Constitutive,,,,B0B7K8,,,,dUMP biosynthetic process [GO:0006226]; dUTP catabolic process [GO:0046081],,dUTP diphosphatase activity [GO:0004170]; magnesium ion binding [GO:0000287],,,,,
accD CTL0545,CTL0545,528,A0A0H3MDC8,accD,308,,CT293,TC0566,Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15),,Lipid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,AccD/PCCB family,8,40,Constitutive,,,,A0A0H3MDC8,,,,fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295],acetyl-CoA carboxylase complex [GO:0009317],acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; zinc ion binding [GO:0008270],"Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|HAMAP-Rule:MF_01395}.","Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD). {ECO:0000256|HAMAP-Rule:MF_01395}.",,,
sodM CTL0546,CTL0546,529,A0A0H3MKY6,sodM,206,,CT294,TC0567,Superoxide dismutase (EC 1.15.1.1),,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,Iron/manganese superoxide dismutase family,72,53,Constitutive,,,,A0A0H3MKY6,,,,,,metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784],,,,,
mrsA CTL0547,CTL0547,530,A0A0H3MC40,mrsA,593,,CT295,TC0568,Phosphoglucomutase,,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Phosphohexose mutase family,52,NQ,Constitutive,,,,A0A0H3MC40,,,,carbohydrate metabolic process [GO:0005975],,intramolecular phosphotransferase activity [GO:0016868]; magnesium ion binding [GO:0000287],,,,,
 CTL0548,CTL0548,531,A0A0H3MBY2,,155,,CT296,TC0569,Uncharacterized protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,3QH6;3QH7;,3QH6,https://cdn.rcsb.org/images/structures/3qh6_assembly-1.jpeg,A0A0H3MBY2,,,,,,,,,,,
rnc CTL0549,CTL0549,532,B0B7L3,rnc,231,,CT297,TC0570,Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III),,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,Ribonuclease III family,12,ND,Constitutive,,,,B0B7L3,,,,mRNA processing [GO:0006397]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033],cytoplasm [GO:0005737],metal ion binding [GO:0046872]; ribonuclease III activity [GO:0004525]; rRNA binding [GO:0019843],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00104}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00104}.,,,
radA CTL0550,CTL0550,533,A0A0H3MH33,radA,454,,CT298,TC0571,DNA repair protein RadA,,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"RecA family, RadA subfamily",ND,ND,Constitutive,,,,A0A0H3MH33,,,,recombinational repair [GO:0000725],,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; metal ion binding [GO:0046872],,,,,
hemC CTL0551,CTL0551,534,A0A0H3MDD2,hemC,219,,CT299,TC0572,hydroxymethylbilane synthase (EC 2.5.1.61),,Cofactor metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,HMBS family,ND,ND,Constitutive,,,,A0A0H3MDD2,,,,porphyrin-containing compound biosynthetic process [GO:0006779],,hydroxymethylbilane synthase activity [GO:0004418],,,,,
pknD CTL0553,CTL0553,535,P0DPS9,pknD,934,,CT301,TC0575,Serine/threonine-protein kinase PknD (EC 2.7.11.1),,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,"Protein kinase superfamily, Ser/Thr protein kinase family",ND,ND,ND,,,,P0DPS9,,,,phosphorylation [GO:0016310],,ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],,Interacts with Pkn1. {ECO:0000269|PubMed:14500499}.,,,
valS CTL0554,CTL0554,536,B0B7L8,valS,939,,CT302,TC0576,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class-I aminoacyl-tRNA synthetase family, ValS type 1 subfamily",19,ND,Constitutive,,,,B0B7L8,,,,valyl-tRNA aminoacylation [GO:0006438],cytoplasm [GO:0005737],aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; valine-tRNA ligase activity [GO:0004832],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_02004}.,Monomer. {ECO:0000255|HAMAP-Rule:MF_02004}.,,,
 CTL0555,CTL0555,537,A0A0H3MKZ0,,171,,CT303,TC0577,Lipoprotein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MKZ0,,,,,,,,,,,
atpK CTL0556,CTL0556,538,A0A0H3MC45,atpK,141,,CT304,TC0578,V-type sodium ATP synthase subunit C,,Energy metabolism,TRUE,FALSE,FALSE,FALSE,FALSE,,NQ,NQ,Constitutive,,,,A0A0H3MC45,,,,,"proton-transporting two-sector ATPase complex, proton-transporting domain [GO:0033177]",proton transmembrane transporter activity [GO:0015078],Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
atpI CTL0557,CTL0557,539,A0A0H3MBY5,atpI,649,,CT305,TC0579,V-type sodium ATP synthase subunit I,,Energy metabolism,TRUE,FALSE,FALSE,FALSE,FALSE,V-ATPase 116 kDa subunit family,19,46,Constitutive,,,,A0A0H3MBY5,,,,,"proton-transporting V-type ATPase, V0 domain [GO:0033179]","proton-transporting ATPase activity, rotational mechanism [GO:0046961]",Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
atpD CTL0558,CTL0558,540,B0B7M2,atpD,203,,CT306,TC0580,V-type ATP synthase subunit D (V-ATPase subunit D),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,V-ATPase D subunit family,12,54,Constitutive,,,,B0B7M2,,,,proton motive force-driven plasma membrane ATP synthesis [GO:0042777],,"ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]",,,,,
atpB CTL0559,CTL0559,541,B0B7M3,atpB,438,,CT307,TC0581,V-type ATP synthase beta chain (V-ATPase subunit B),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,ATPase alpha/beta chains family,26,69,Constitutive,,,,B0B7M3,,,,proton motive force-driven plasma membrane ATP synthesis [GO:0042777],,"ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]",,,,,
atpA CTL0560,CTL0560,542,B0B7M4,atpA,591,,CT308,TC0582,V-type ATP synthase alpha chain (EC 7.1.2.2) (V-ATPase subunit A),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,ATPase alpha/beta chains family,58,170,Constitutive,,,,B0B7M4,,,,proton motive force-driven plasma membrane ATP synthesis [GO:0042777],,"ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]",,,,,
 CTL0561,CTL0561,543,A0A0H3MH37,,266,,CT309,TC0583,DUF2764 domain-containing protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,NQ,NQ,ND,,,,A0A0H3MH37,,,,,,,,,,,
atpE CTL0562,CTL0562,544,B0B7M6,atpE,208,,CT310,TC0584,V-type proton ATPase subunit E (V-ATPase subunit E),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,V-ATPase E subunit family,NQ,NQ,Constitutive,,,,B0B7M6,,,,proton motive force-driven plasma membrane ATP synthesis [GO:0042777],"proton-transporting two-sector ATPase complex, catalytic domain [GO:0033178]","ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]",,,,,
 CTL0563,CTL0563,545,A0A0H3MDD5,,236,,CT311,TC0585,Exported protein,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,30,ND,Constitutive,,,,A0A0H3MDD5,,,,,,,,,,,
 CTL0564,CTL0564,546,A0A0H3MKZ5,,123,,CT312,TC0586,Ferredoxin,,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,ND,ND,Constitutive,,,,A0A0H3MKZ5,,,,,,,,,,,
tal CTL0565,CTL0565,547,A0A0H3MC52,tal,327,,CT313,TC0587,Transaldolase (EC 2.2.1.2),,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Transaldolase family, Type 1 subfamily",154,43,Mid_Late,,,,A0A0H3MC52,,,,carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098],cytoplasm [GO:0005737],transaldolase activity [GO:0004801],,,,,
rpoC CTL0566,CTL0566,548,B0B7N0,rpoC,1396,,CT314,TC0588,DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta'),,Nucleotide metabolism,FALSE,FALSE,TRUE,FALSE,FALSE,RNA polymerase beta' chain family,147,168,Constitutive,,,,B0B7N0,,,,DNA-templated transcription [GO:0006351],DNA-directed RNA polymerase complex [GO:0000428],DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270],,"The RNAP catalytic core consists of 2 alpha, 1 beta, 1 beta' and 1 omega subunit. When a sigma factor is associated with the core the holoenzyme is formed, which can initiate transcription. {ECO:0000255|HAMAP-Rule:MF_01322}.",,,
rpoB CTL0567,CTL0567,549,B0B7N1,rpoB,1252,,CT315,TC0589,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),,Nucleotide metabolism,FALSE,FALSE,TRUE,FALSE,FALSE,RNA polymerase beta chain family,128,200,Constitutive,,,,B0B7N1,,,,DNA-templated transcription [GO:0006351],DNA-directed RNA polymerase complex [GO:0000428],DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549],,"The RNAP catalytic core consists of 2 alpha, 1 beta, 1 beta' and 1 omega subunit. When a sigma factor is associated with the core the holoenzyme is formed, which can initiate transcription. {ECO:0000255|HAMAP-Rule:MF_01321}.",,,
rplL CTL0568,CTL0568,550,B0B7N2,rplL,130,,CT316,TC0590,Large ribosomal subunit protein bL12 (50S ribosomal protein L7/L12),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial ribosomal protein bL12 family,132,110,Constitutive,,,,B0B7N2,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,"Homodimer. Part of the ribosomal stalk of the 50S ribosomal subunit. Forms a multimeric L10(L12)X complex, where L10 forms an elongated spine to which 2 to 4 L12 dimers bind in a sequential fashion. Binds GTP-bound translation factors. {ECO:0000255|HAMAP-Rule:MF_00368}.",,,
rplJ CTL0569,CTL0569,551,B0B7N3,rplJ,172,,CT317,TC0591,Large ribosomal subunit protein uL10 (50S ribosomal protein L10),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL10 family,105,97,Constitutive,,,,B0B7N3,,,,translation [GO:0006412],large ribosomal subunit [GO:0015934],large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735],,Part of the ribosomal stalk of the 50S ribosomal subunit. The N-terminus interacts with L11 and the large rRNA to form the base of the stalk. The C-terminus forms an elongated spine to which L12 dimers bind in a sequential fashion forming a multimeric L10(L12)X complex. {ECO:0000255|HAMAP-Rule:MF_00362}.,,,
rplA CTL0570,CTL0570,552,B0B7N4,rplA,232,,CT318,TC0592,Large ribosomal subunit protein uL1 (50S ribosomal protein L1),,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Universal ribosomal protein uL1 family,100,151,Constitutive,,,,B0B7N4,,,,regulation of translation [GO:0006417]; translation [GO:0006412],large ribosomal subunit [GO:0015934],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,Part of the 50S ribosomal subunit. {ECO:0000255|HAMAP-Rule:MF_01318}.,,,
