FullGeneName,GeneID,SortIndex,Uniprot ID,GeneName,Length (bp),PZ,OrthologID_D,OrthologID_L2,Product,Mass (kD),Function,Mem true,Hyp true,DNA true,Secr true,Inc true,Protein Family,PDB ID,PDB,PDBImageURL,AlphaFold ID,AFImageURL,Version,Structural homology (Foldseek),Biological Process,Cellular Component,Molecular Function,Subcellular Location,Subunit Structure,LastEdited,EditedByName,Favorite
xseA TC0605,TC0605,593,Q9PK65,xseA,516,,CT329,CTL0583,Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit),58.9,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,XseA family,,,,Q9PK65,,,,DNA catabolic process [GO:0006308],cytoplasm [GO:0005737]; exodeoxyribonuclease VII complex [GO:0009318],exodeoxyribonuclease VII activity [GO:0008855]; nucleic acid binding [GO:0003676],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00378}.,Heterooligomer composed of large and small subunits. {ECO:0000255|HAMAP-Rule:MF_00378}.,,,
xseB TC0606,TC0606,594,Q9PK64,xseB,72,,,CTL0583A,Exodeoxyribonuclease 7 small subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII small subunit) (Exonuclease VII small subunit),8.3,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,XseB family,,,,Q9PK64,,,,DNA catabolic process [GO:0006308],cytoplasm [GO:0005737]; exodeoxyribonuclease VII complex [GO:0009318],exodeoxyribonuclease VII activity [GO:0008855],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00337}.,Heterooligomer composed of large and small subunits. {ECO:0000255|HAMAP-Rule:MF_00337}.,,,
 TC0607,TC0607,595,Q9PK63,,90,,CT330,CTL0584,Uncharacterized protein,10.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PK63,,,,,,,,,,,
dxs TC0608,TC0608,596,Q9PK62,dxs,632,,CT331,CTL0585,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),69.3,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Transketolase family, DXPS subfamily",,,,Q9PK62,,,,1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228],,1-deoxy-D-xylulose-5-phosphate synthase activity [GO:0008661]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976],,Homodimer. {ECO:0000255|HAMAP-Rule:MF_00315}.,,,
pyk TC0609,TC0609,597,Q9PK61,pyk,481,,CT332,CTL0586,Pyruvate kinase (PK) (EC 2.7.1.40),53.2,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Pyruvate kinase family,,,,Q9PK61,,,,phosphorylation [GO:0016310],,ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743],,Homotetramer. {ECO:0000250}.,,,
uvrA TC0610,TC0610,598,Q9PK60,uvrA,1787,,CT333,CTL0587,UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A),196.5,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"ABC transporter superfamily, UvrA family",,,,Q9PK60,,,,nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432],cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518],Cytoplasm {ECO:0000250}.,Forms a heterotetramer with UvrB during the search for lesions. {ECO:0000250}.,,,
dnaZ TC0611,TC0611,599,Q9PK59,dnaZ,465,,CT334,CTL0588,DNA polymerase III subunit gamma/tau (EC 2.7.7.7),51.3,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,DnaX/STICHEL family,,,,Q9PK59,,,,DNA replication [GO:0006260],DNA polymerase III complex [GO:0009360],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887],,"DNA polymerase III contains a core (composed of alpha, epsilon and theta chains) that associates with a tau subunit. This core dimerizes to form the POLIII' complex. PolIII' associates with the gamma complex (composed of gamma, delta, delta', psi and chi chains) and with the beta chain to form the complete DNA polymerase III complex. {ECO:0000256|RuleBase:RU364063}.",,,
 TC0612,TC0612,600,Q9PK58,,96,,CT335,CTL0589,Nucleoid-associated protein TC_0612,10.5,Other,FALSE,FALSE,TRUE,FALSE,FALSE,YbaB/EbfC family,,,,Q9PK58,,,,,bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737],DNA binding [GO:0003677],"Cytoplasm, nucleoid {ECO:0000255|HAMAP-Rule:MF_00274}.",Homodimer. {ECO:0000255|HAMAP-Rule:MF_00274}.,,,
ptsI TC0613,TC0613,601,Q9PK57,ptsI,567,,CT336,CTL0590,"Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)",63.3,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,PEP-utilizing enzyme family,,,,Q9PK57,,,,phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; phosphorylation [GO:0016310],cytoplasm [GO:0005737],kinase activity [GO:0016301]; metal ion binding [GO:0046872]; phosphoenolpyruvate-protein phosphotransferase activity [GO:0008965],Cytoplasm {ECO:0000305}.,Homodimer. {ECO:0000250|UniProtKB:P08839}.,,,
ptsH TC0614,TC0614,602,Q9PK56,ptsH,104,,CT337,CTL0591,Phosphocarrier protein HPr (Histidine-containing protein),11.1,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,HPr family,,,,Q9PK56,,,,phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401],cytoplasm [GO:0005737],,Cytoplasm {ECO:0000250}.,,,,
 TC0617,TC0617,603,Q9PK55,,510,,CT339,CTL0593,ComEC/Rec2-related protein domain-containing protein,57.7,Membrane transport,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PK55,,,,,plasma membrane [GO:0005886],,Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
 TC0618,TC0618,604,Q9PK54,,678,,CT340,CTL0594,"2-oxoisovalerate dehydrogenase, E1 component, alpha and beta subunit",74.6,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PK54,,,,,,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor [GO:0016624]",,,,,
dnaJ TC0619,TC0619,605,Q9PK53,dnaJ,392,,CT341,CTL0595,Chaperone protein DnaJ,42.1,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,DnaJ family,,,,Q9PK53,,,,DNA replication [GO:0006260]; protein folding [GO:0006457]; response to heat [GO:0009408],cytoplasm [GO:0005737],ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01152}.,Homodimer. {ECO:0000255|HAMAP-Rule:MF_01152}.,,,
rpsU TC0620,TC0620,606,P66517,rpsU,58,,CT342,CTL0596,Small ribosomal subunit protein bS21 (30S ribosomal protein S21),6.7,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Bacterial ribosomal protein bS21 family,,,,P66517,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,,,,
 TC0621,TC0621,607,Q9PK52,,210,,CT343,CTL0597,N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234),22.6,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PK52,,,,tRNA processing [GO:0008033],,metal ion binding [GO:0046872]; N(6)-L-threonylcarbamoyladenine synthase activity [GO:0061711],,,,,
 TC0622,TC0622,608,Q9PK51,,45,,,,Uncharacterized protein,5.6,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PK51,,,,,,,,,,,
lon TC0623,TC0623,609,Q9PK50,lon,819,,CT344,CTL0598,Lon protease (EC 3.4.21.53) (ATP-dependent protease La),91.8,Translation,FALSE,FALSE,TRUE,FALSE,FALSE,Peptidase S16 family,,,,Q9PK50,,,,cellular response to heat [GO:0034605]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515],cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01973}.,Homohexamer. Organized in a ring with a central cavity. {ECO:0000255|HAMAP-Rule:MF_01973}.,,,
 TC0624,TC0624,610,Q9PK49,,121,,CT345,CTL0599,Uncharacterized protein,13.4,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,Q9PK49,,,,,membrane [GO:0016020],,,,,,
rnz TC0625,TC0625,611,Q9PK48,rnz,304,,CT346,CTL0600,Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z),34.5,Transcription,FALSE,FALSE,TRUE,FALSE,FALSE,RNase Z family,,,,Q9PK48,,,,,,3'-tRNA processing endoribonuclease activity [GO:0042781]; zinc ion binding [GO:0008270],,Homodimer. {ECO:0000255|HAMAP-Rule:MF_01818}.,,,
xerC TC0626,TC0626,612,Q9PK47,xerC,315,,CT347,CTL0601,Tyrosine recombinase XerC,36.3,Replication,FALSE,FALSE,TRUE,FALSE,FALSE,"'phage' integrase family, XerC subfamily",,,,Q9PK47,,,,cell division [GO:0051301]; chromosome segregation [GO:0007059]; DNA transposition [GO:0006313],cytoplasm [GO:0005737],DNA binding [GO:0003677]; tyrosine-based site-specific recombinase activity [GO:0009037],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01808}.,Forms a cyclic heterotetrameric complex composed of two molecules of XerC and two molecules of XerD. {ECO:0000255|HAMAP-Rule:MF_01808}.,,,
 TC0627,TC0627,613,Q9PK46,,528,,CT348,CTL0602,"ABC transporter, ATP-binding protein",58.7,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PK46,,,,,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],,,,,
 TC0628,TC0628,614,Q9PK45,,196,,CT349,CTL0603,Nucleoside triphosphate pyrophosphatase (EC 3.6.1.9) (Nucleotide pyrophosphatase) (Nucleotide PPase),21.7,Nucleotide metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Maf family,,,,Q9PK45,,,,nucleotide metabolic process [GO:0009117],cytoplasm [GO:0005737],nucleoside triphosphate diphosphatase activity [GO:0047429],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00528}.,,,,
 TC0629,TC0629,615,Q9PK44,,566,,CT350,CTL0604,Lipoprotein,63.1,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PK44,,,,,,,,,,,
 TC0630,TC0630,616,Q9PK43,,700,,CT351,CTL0605,Outer membrane protein,80.2,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PK43,,,,,,,,,,,
 TC0631,TC0631,617,Q9PK42,,102,,CT352,CTL0606,Protein-export membrane protein SecG,11.0,Unknown,TRUE,TRUE,FALSE,FALSE,FALSE,SecG family,,,,Q9PK42,,,,protein secretion [GO:0009306],plasma membrane [GO:0005886],protein-transporting ATPase activity [GO:0015450],Cell membrane {ECO:0000256|RuleBase:RU365087}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU365087}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,,
def TC0632,TC0632,618,Q9PK41,def,181,,CT353,CTL0607,Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase),20.5,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,Polypeptide deformylase family,,,,Q9PK41,,,,translation [GO:0006412],,metal ion binding [GO:0046872]; peptide deformylase activity [GO:0042586],,,,,
rsmA TC0633,TC0633,619,Q9PK40,rsmA,277,,CT354,CTL0608,"Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)",31.2,Translation,FALSE,FALSE,FALSE,FALSE,FALSE,"Class I-like SAM-binding methyltransferase superfamily, rRNA adenine N(6)-methyltransferase family, RsmA subfamily",,,,Q9PK40,,,,,cytoplasm [GO:0005737],16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00607}.,,,,
 TC0634,TC0634,620,Q9PK39,,353,,CT355,CTL0609,Uncharacterized protein TC_0634,39.8,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,Chlamydial CPn_1058/CT_355/TC_0634 family,,,,Q9PK39,,,,,,peptidyl-prolyl cis-trans isomerase activity [GO:0003755],,,,,
 TC0635,TC0635,621,Q9PK38,,704,,CT356,CTL0610,DUF255 domain-containing protein,80.4,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PK38,,,,carbohydrate metabolic process [GO:0005975],,,,,,,
 TC0636,TC0636,622,Q9PK37,,106,,,CTL0611A,Inclusion membrane protein,11.2,Unknown,TRUE,TRUE,FALSE,FALSE,TRUE,,,,,Q9PK37,,,,,membrane [GO:0016020],,,,,,
 TC0637,TC0637,623,Q9PK36,,170,,,,Uncharacterized protein,18.2,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PK36,,,,,membrane [GO:0016020],,,,,,
 TC0638,TC0638,624,Q9PK35,,196,,CT359,CTL0613,Biotin transporter,20.4,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,BioY family,,,,Q9PK35,,,,,plasma membrane [GO:0005886],biotin transmembrane transporter activity [GO:0015225],Cell membrane {ECO:0000256|PIRNR:PIRNR016661}; Multi-pass membrane protein {ECO:0000256|PIRNR:PIRNR016661}.,,,,
 TC0639,TC0639,625,Q9PK34,,212,,CT360,CTL0614,Uncharacterized protein,24.6,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,Q9PK34,,,,,,,,,,,
dapA TC0640,TC0640,626,Q9PK33,dapA,286,,CT361,CTL0615,4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7),31.3,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,DapA family,,,,Q9PK33,,,,diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089],cytoplasm [GO:0005737],4-hydroxy-tetrahydrodipicolinate synthase activity [GO:0008840],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00418}.,Homotetramer; dimer of dimers. {ECO:0000255|HAMAP-Rule:MF_00418}.,,,
lysC TC0641,TC0641,627,Q9PK32,lysC,437,,CT362,CTL0616,Aspartokinase (EC 2.7.2.4) (Aspartate kinase),47.8,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Aspartokinase family,,,,Q9PK32,,,,diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089]; phosphorylation [GO:0016310]; threonine biosynthetic process [GO:0009088],,aspartate kinase activity [GO:0004072]; ATP binding [GO:0005524],,,,,
asd TC0642,TC0642,628,Q9PK31,asd,334,,CT363,CTL0617,Aspartate-semialdehyde dehydrogenase,36.7,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PK31,,,,amino acid biosynthetic process [GO:0008652],,"NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]; protein dimerization activity [GO:0046983]",,,,,
dapB TC0643,TC0643,629,Q9PK30,dapB,246,,CT364,CTL0618,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),27.4,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,DapB family,,,,Q9PK30,,,,diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089],cytoplasm [GO:0005737],"4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]",Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00102}.,,,,
 TC0644,TC0644,630,Q9PK29,,572,,CT365,CTL0619,Uncharacterized protein,60.3,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,Q9PK29,,,,,membrane [GO:0016020],,,,,,
aroA TC0645,TC0645,631,Q9PK28,aroA,441,,CT366,CTL0620,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS),47.7,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,EPSP synthase family,,,,Q9PK28,,,,amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423],cytoplasm [GO:0005737],3-phosphoshikimate 1-carboxyvinyltransferase activity [GO:0003866],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00210}.,Monomer. {ECO:0000255|HAMAP-Rule:MF_00210}.,,,
aroK TC0646,TC0646,632,Q9PK27,aroK,184,,CT367,CTL0621,Shikimate kinase (SK) (EC 2.7.1.71),20.8,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Shikimate kinase family,,,,Q9PK27,,,,amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]; phosphorylation [GO:0016310],cytoplasm [GO:0005737],ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; shikimate kinase activity [GO:0004765],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00109}.,Monomer. {ECO:0000255|HAMAP-Rule:MF_00109}.,,,
aroC TC0647,TC0647,633,Q9PK26,aroC,357,,CT368,CTL0622,Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase),38.3,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Chorismate synthase family,,,,Q9PK26,,,,amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423],,chorismate synthase activity [GO:0004107],,Homotetramer. {ECO:0000255|HAMAP-Rule:MF_00300}.,,,
aroB TC0648,TC0648,634,Q9PK25,aroB,373,,CT369,CTL0623,3-dehydroquinate synthase (DHQS) (EC 4.2.3.4),40.8,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"Sugar phosphate cyclases superfamily, Dehydroquinate synthase family",,,,Q9PK25,,,,amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423],cytoplasm [GO:0005737],3-dehydroquinate synthase activity [GO:0003856]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166],Cytoplasm {ECO:0000250|UniProtKB:P07639}.,,,,
aroE TC0649,TC0649,635,P56961,aroE,478,,CT370,CTL0624,Shikimate biosynthesis protein AroDE [Includes: 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1); Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25)],53.2,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,Type-I 3-dehydroquinase family; Shikimate dehydrogenase family,,,,P56961,,,,"3,4-dihydroxybenzoate biosynthetic process [GO:0046279]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]; shikimate metabolic process [GO:0019632]",,3-dehydroquinate dehydratase activity [GO:0003855]; NADP binding [GO:0050661]; shikimate 3-dehydrogenase (NADP+) activity [GO:0004764],,,,,
 TC0650,TC0650,636,Q9PK23,,261,,CT371,CTL0625,Putative outer membrane protein TC_0650,29.7,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PK23,,,,,cell outer membrane [GO:0009279],,Cell outer membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}.,,,,
aaxA TC0651,TC0651,637,Q9PK22,aaxA,461,,CT372,CTL0626,Porin AaxA (Outer membrane protein AaxA),51.5,Cell envelope,TRUE,FALSE,FALSE,FALSE,FALSE,OprB family,,,,Q9PK22,,,,amino acid transport [GO:0006865]; carbohydrate transport [GO:0008643]; monoatomic ion transport [GO:0006811],cell outer membrane [GO:0009279]; pore complex [GO:0046930],porin activity [GO:0015288],Cell outer membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,,,,
aaxB TC0652,TC0652,638,Q9PK21,aaxB,195,,,,Pyruvoyl-dependent arginine decarboxylase AaxB (PvlArgDC) (EC 4.1.1.19) (Biodegradative arginine decarboxylase) [Cleaved into: Pyruvoyl-dependent arginine decarboxylase subunit beta; Pyruvoyl-dependent arginine decarboxylase subunit alpha],21.7,Unknown,FALSE,TRUE,FALSE,FALSE,FALSE,Pyruvoyl-dependent arginine decarboxylase family,,,,Q9PK21,,,,arginine catabolic process [GO:0006527],cytoplasm [GO:0005737],arginine decarboxylase activity [GO:0008792],Cytoplasm {ECO:0000250}.,Trimer of an alpha-beta dimer. {ECO:0000250}.,,,
aaxC TC0653,TC0653,639,Q9PK20,aaxC,483,,CT374,CTL0628,Arginine/agmatine antiporter,52.6,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,"Amino acid-polyamine-organocation (APC) superfamily, Basic amino acid/polyamine antiporter (APA) (TC 2.A.3.2) family",,,,Q9PK20,,,,amino acid transport [GO:0006865],plasma membrane [GO:0005886],antiporter activity [GO:0015297],Cell inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.,,,,
 TC0654,TC0654,640,Q9PK19,,351,,CT375,CTL0629,"Oxidoreductase, DadA family",38.2,Other,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PK19,,,,,,oxidoreductase activity [GO:0016491],,,,,
mdh TC0655,TC0655,641,Q9PK18,mdh,326,,CT376,CTL0630,Malate dehydrogenase (EC 1.1.1.37),35.7,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,"LDH/MDH superfamily, MDH type 2 family",,,,Q9PK18,,,,malate metabolic process [GO:0006108]; tricarboxylic acid cycle [GO:0006099],,L-malate dehydrogenase activity [GO:0030060],,,,,
ltuA TC0656,TC0656,642,Q9PK17,ltuA,46,,CT377,CTL0631,Late transcription unit A protein,5.3,Other,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PK17,,,,,,,,,,,
pgi TC0657,TC0657,643,Q9PK16,pgi,524,,CT378,CTL0633,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI),57.8,Energy metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,GPI family,,,,Q9PK16,,,,gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096],cytoplasm [GO:0005737],carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347],Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00473}.,,,,
hflX TC0658,TC0658,644,Q9PK15,hflX,447,,CT379,CTL0634,GTPase HflX (GTP-binding protein HflX),50.7,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,"TRAFAC class OBG-HflX-like GTPase superfamily, HflX GTPase family",,,,Q9PK15,,,,,cytoplasm [GO:0005737],GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872],Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00900}. Note=May associate with membranes. {ECO:0000256|HAMAP-Rule:MF_00900}.,Monomer. Associates with the 50S ribosomal subunit. {ECO:0000256|HAMAP-Rule:MF_00900}.,,,
 TC0659,TC0659,645,Q9PK14,,266,,CT380,CTL0635,"Hydrolase, metal-dependent, putative",30.3,Cell processes,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PK14,,,,,,hydrolase activity [GO:0016787],,,,,
 TC0660,TC0660,646,Q9PK13,,259,,CT381,CTL0636,"Amino acid ABC transporter, periplasmic amino acid-binding protein",28.8,Membrane transport,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PK13,,,,,,,,,,,
 TC0661,TC0661,647,Q9PK12,,279,,CT382,CTL0637,"Phospho-2-dehydro-3-deoxyheptonate aldolase, putative",30.8,Amino acid metabolism,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Q9PK12,,,,aromatic amino acid family biosynthetic process [GO:0009073],,aldehyde-lyase activity [GO:0016832],,,,,
 TC0662,TC0662,648,Q9PK11,,246,,CT383,CTL0639,Inclusion membrane protein,26.9,Inclusion membrane protein,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,Q9PK11,,,,,membrane [GO:0016020],,,,,,
